frame,x,y
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,934.1,330.4
35,941.8,332.5
36,948.8,335.3
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,934.333,371.778
79,934.333,371.778
80,934.333,371.778
81,934.1,373.1
82,934.333,371.778
83,934.333,371.778
84,934.1,375.9
85,935.5,376.6
86,935.5,376.6
87,935.5,372.4
88,935.5,372.4
89,935.5,372.4
90,936.667,370.222
91,935.5,371.0
92,935.5,371.0
93,937.6,371.0
94,936.2,373.1
95,936.2,373.1
96,937.6,374.5
97,936.667,377.222
98,936.9,375.9
99,937.6,374.5
100,937.6,371.0
101,937.6,371.0
102,937.6,371.0
103,939.0,371.0
104,939.0,371.0
105,939.0,372.4
106,937.6,374.5
107,938.222,375.667
108,937.6,374.5
109,937.6,374.5
110,939.0,372.4
111,939.0,372.4
112,939.0,372.4
113,939.0,372.4
114,939.0,372.4
115,939.0,372.4
116,939.0,372.4
117,0,0
118,938.222,375.667
119,939.0,372.4
120,939.778,373.333
121,939.0,372.4
122,939.0,372.4
123,939.0,371.0
124,939.0,372.4
125,939.778,373.333
126,940.4,374.5
127,939.0,374.5
128,939.0,374.5
129,939.778,373.333
130,939.778,373.333
131,939.0,372.4
132,939.0,371.0
133,944.6,369.6
134,939.0,372.4
135,945.3,371.7
136,939.778,373.333
137,941.1,375.9
138,939.778,373.333
139,0,0
140,941.333,371.778
141,0,0
142,0,0
143,0,0
144,0,0
145,941.1,373.1
146,941.1,373.1
147,943.2,373.1
148,942.111,372.556
149,0,0
150,943.667,371.778
151,942.5,373.8
152,943.2,371.7
153,944.6,374.5
154,944.6,374.5
155,944.6,374.5
156,946.0,372.4
157,946.0,371.0
158,946.0,371.0
159,946.0,371.0
160,946.0,372.4
161,946.0,372.4
162,946.0,372.4
163,946.0,372.4
164,0,0
165,946.0,372.4
166,946.0,371.0
167,946.0,371.0
168,946.0,372.4
169,946.0,372.4
170,946.0,372.4
171,946.0,372.4
172,946.0,371.0
173,946.0,371.0
174,946.0,371.0
175,946.0,372.4
176,946.0,372.4
177,946.0,371.0
178,946.0,371.0
179,946.0,371.0
180,946.0,371.0
181,946.0,372.4
182,946.0,372.4
183,946.0,372.4
184,947.4,371.0
185,0,0
186,947.4,371.0
187,947.4,371.0
188,948.1,373.1
189,948.1,373.1
190,949.5,371.0
191,0,0
192,0,0
193,949.5,371.0
194,0,0
195,951.6,371.0
196,950.667,370.222
197,951.6,371.0
198,953.0,371.0
199,951.6,371.0
200,953.0,371.0
201,953.0,371.0
202,953.0,371.0
203,953.0,371.0
204,953.0,371.0
205,953.0,371.0
206,953.0,371.0
207,953.0,371.0
208,953.0,371.0
209,953.0,371.0
210,953.0,371.0
211,953.0,371.0
212,953.0,372.4
213,953.0,371.0
214,953.0,371.0
215,953.0,371.0
216,953.0,371.0
217,953.0,371.0
218,953.0,371.0
219,953.0,371.0
220,958.444,370.222
221,954.4,371.0
222,954.4,371.0
223,956.5,371.0
224,956.5,371.0
225,954.4,371.0
226,955.333,371.778
227,956.5,369.6
228,961.4,368.9
229,957.667,370.222
230,956.5,371.0
231,956.5,369.6
232,957.667,370.222
233,958.6,371.0
234,961.4,368.9
235,0,0
236,959.125,370.125
237,960.0,371.0
238,960.0,371.0
239,959.125,370.125
240,0,0
241,960.0,371.0
242,0,0
243,960.0,371.0
244,960.0,371.0
245,960.0,371.0
246,960.0,371.0
247,960.0,371.0
248,960.0,371.0
249,960.0,371.0
250,960.0,371.0
251,960.0,371.0
252,960.0,371.0
253,961.4,370.3
254,961.4,370.3
255,961.4,370.3
256,962.333,370.222
257,961.4,371.0
258,963.5,369.6
259,963.5,369.6
260,963.5,369.6
261,963.5,369.6
262,963.5,369.6
263,963.5,371.0
264,964.667,370.222
265,964.667,370.222
266,964.667,370.222
267,963.5,369.6
268,963.5,369.6
269,964.667,370.222
