frame,x,y
0,0,0
1,968.875,406.5
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,977.1,415.6
9,978.111,414.667
10,978.5,411.4
11,978.5,410.0
12,0,0
13,0,0
14,0,0
15,975.0,406.5
16,0,0
17,0,0
18,0,0
19,982.0,410.0
20,976.556,409.222
21,0,0
22,0,0
23,984.1,415.6
24,984.1,415.6
25,985.5,411.4
26,984.333,410.778
27,0,0
28,0,0
29,985.5,410.0
30,985.5,410.0
31,985.5,410.0
32,986.667,409.222
33,986.667,409.222
34,989.0,410.0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,991.333,410.778
44,991.333,410.778
45,992.111,409.222
46,991.333,410.778
47,991.333,410.778
48,992.5,411.4
49,0,0
50,0,0
51,992.111,416.222
52,992.111,416.222
53,992.5,413.5
54,994.6,410.7
55,992.5,410.0
56,992.5,410.0
57,994.6,410.0
58,996.0,410.0
59,989.7,408.6
60,996.0,410.0
61,996.875,410.875
62,998.333,414.667
63,990.4,413.5
64,996.778,416.222
65,998.1,415.6
66,998.1,415.6
67,996.7,414.2
68,999.5,411.4
69,999.5,411.4
70,999.5,411.4
71,999.5,411.4
72,999.5,411.4
73,999.5,411.4
74,998.1,415.6
75,998.1,415.6
76,999.111,416.222
77,999.111,416.222
78,998.1,415.6
79,999.5,414.9
80,1000.67,413.889
81,1001.6,412.8
82,1001.6,412.8
83,1001.6,412.8
84,0,0
85,0,0
86,986.667,411.556
87,0,0
88,1004.4,417.0
89,1005.33,414.667
90,1005.33,414.667
91,1005.1,415.6
92,1005.1,415.6
93,1005.1,415.6
94,1003.78,415.444
95,1005.1,415.6
96,1005.1,415.6
97,1005.1,415.6
98,1005.1,415.6
99,1006.11,416.222
100,1005.1,415.6
101,1006.11,416.222
102,998.8,414.2
103,1006.11,416.222
104,0,0
105,1006.11,416.222
106,998.1,414.2
107,1006.11,416.222
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,993.9,412.8
114,1010.88,415.25
115,1010.78,416.222
116,1010.78,416.222
117,1010.78,416.222
118,1012.1,415.6
119,1013.5,417.0
120,1013.5,417.0
121,1012.1,415.6
122,1012.1,415.6
123,1012.1,415.6
124,1012.1,415.6
125,1012.1,415.6
126,1013.11,416.222
127,1013.11,416.222
128,1013.11,416.222
129,1013.11,416.222
130,1013.11,416.222
131,1013.11,416.222
132,1013.11,416.222
133,1013.11,416.222
134,1013.11,416.222
135,1014.38,415.25
136,0,0
137,1013.5,417.0
138,1013.11,416.222
139,0,0
140,1014.38,415.25
141,1014.67,416.222
142,0,0
143,997.556,411.556
144,0,0
145,1008.6,414.9
146,1016.12,416.125
147,1016.12,416.125
148,1017.78,416.222
149,1018.4,417.0
150,1018.4,417.0
151,1018.4,417.0
152,1017.78,416.222
153,1019.33,417.778
154,1018.4,419.1
155,1020.11,416.222
156,1020.11,416.222
157,1020.11,416.222
158,1020.11,416.222
159,1020.5,417.0
160,1010.7,415.6
161,1020.5,417.0
162,1020.5,417.0
163,1011.4,414.2
164,1020.5,417.0
165,1020.5,417.0
166,1020.5,417.0
167,1020.5,418.4
168,1020.5,418.4
169,1020.5,417.0
170,0,0
171,1020.5,417.0
172,1020.5,417.0
173,1021.67,420.889
174,0,0
175,1022.6,419.8
176,1023.22,418.556
177,1022.6,417.7
178,1024.0,419.333
179,1022.6,419.8
180,1024.0,419.333
181,1024.0,419.333
182,1023.3,418.4
183,1023.3,418.4
184,1024.0,419.333
185,1024.0,419.333
186,1024.0,419.333
187,0,0
188,1023.3,418.4
189,1024.0,419.333
190,1024.0,419.333
191,1024.0,419.333
192,0,0
193,1025.4,419.1
194,0,0
195,1023.22,421.667
196,1023.22,421.667
197,1025.4,419.1
198,1027.5,418.4
199,1026.1,420.5
200,1024.7,421.2
201,1024.78,422.444
202,1024.7,421.2
203,1026.8,420.5
204,1025.56,420.111
205,1026.1,422.6
206,1026.1,422.6
207,1026.1,422.6
208,1026.1,422.6
209,1026.1,422.6
210,1026.1,422.6
211,1026.1,422.6
212,1026.1,422.6
213,1026.1,422.6
214,1026.1,422.6
215,1026.1,422.6
216,1026.1,422.6
217,1026.1,422.6
218,1027.11,423.222
219,1026.1,422.6
220,1026.1,422.6
221,1026.1,422.6
222,1026.1,422.6
223,1027.11,423.222
224,1027.11,423.222
225,1026.1,422.6
226,1027.11,423.222
227,1027.5,424.0
228,1027.11,423.222
229,1027.5,424.0
230,1027.5,424.0
231,1027.5,424.0
232,1027.5,424.0
233,1027.5,424.0
234,1027.5,424.0
235,1027.5,424.0
236,1027.5,424.0
237,1027.5,424.0
238,1027.5,424.0
239,1027.5,424.0
240,1027.5,424.0
241,1027.5,424.0
242,1027.5,424.0
243,1027.11,423.222
244,1029.6,424.0
245,0,0
246,1027.5,424.0
247,1027.5,424.0
248,1027.5,424.0
249,1027.5,424.0
250,1029.6,424.7
251,1027.5,424.0
252,1027.5,424.0
253,1029.44,424.0
254,1029.6,424.0
255,1028.2,424.0
256,1028.2,424.0
257,1029.6,424.7
258,1029.6,424.7
259,1029.6,424.0
260,1029.6,424.7
261,1030.3,425.4
262,1031.0,424.0
263,1029.6,424.7
264,1029.6,424.7
265,1031.0,426.333
266,1030.3,425.4
267,1029.6,426.1
268,1029.6,426.1
269,1028.9,425.4
